old_identifier	proposed_identifier	occurrences	files	category	action	clusters
loweringEulerStep_prec	loweringEulerStep_strictInterl	2	1	lean_declaration	manual_semantic_rename	EulerianCompletion.lean
loweringEulerStep_prec_self_of_reflect	loweringEulerStep_strictInterl_self_of_reflect	2	2	lean_declaration	manual_semantic_rename	Applications,EulerianCompletion
lowerReentrantCorner_one_prec_two	lowerReentrantCorner_one_strictInterl_two	2	1	lean_declaration	manual_semantic_rename	Applications
lowerReentrantCorner_prec	lowerReentrantCorner_strictInterl	5	1	lean_declaration	manual_semantic_rename	Applications
lowerReentrantCorner_shifted_prec_and_noCommonRoot	lowerReentrantCorner_shifted_strictInterl_and_noCommonRoot	3	1	lean_declaration	manual_semantic_rename	Applications
lowerReentrantCorner_zero_prec_one	lowerReentrantCorner_zero_strictInterl_one	2	1	lean_declaration	manual_semantic_rename	Applications
matrix_preserves_interlacing_seq0_sparse_pair_prec0	matrix_preserves_interlacing_seq0_sparse_pair_interl	2	1	lean_declaration	manual_semantic_rename	MatrixInterlacing
mem_rootSlotInterval_of_prec	mem_rootSlotInterval_of_strictInterl	5	4	reference_or_local	migrate_with_declaration_owner	CommonInterleaver,CommonInterleaverSeq.lean
mem_rootSlotInterval_of_prec_desc	mem_rootSlotInterval_of_strictInterl_desc	3	1	lean_declaration	manual_semantic_rename	CommonInterleaverSeq.lean
mem_rootSlotInterval_of_prec_witness	mem_rootSlotInterval_of_strictInterl_witness	2	1	lean_declaration	manual_semantic_rename	CommonInterleaver
mem_shifted_rootSlotInterval_of_prec	mem_shifted_rootSlotInterval_of_strictInterl	2	2	reference_or_local	migrate_with_declaration_owner	CommonInterleaver
mixedEulerStep_prec_of_no_common	mixedEulerStep_strictInterl_of_no_common	2	1	lean_declaration	manual_semantic_rename	EulerianMixedCompatibility.lean
mixedEulerStep_prec_of_no_common_of_nontrivial_boundary	mixedEulerStep_strictInterl_of_no_common_of_nontrivial_boundary	3	1	lean_declaration	manual_semantic_rename	EulerianMixedCompatibility.lean
model_pf_prec0	model_pf_interl	23	2	tactic_reference	migrate_with_tactic_owner	Tactic
modifiedNarayana_prec_succ	modifiedNarayana_strictInterl_succ	1	1	lean_declaration	manual_semantic_rename	Challenges
modifiedNarayanaCoeffPolynomial_one_prec_two	modifiedNarayanaCoeffPolynomial_one_strictInterl_two	2	1	lean_declaration	manual_semantic_rename	GeneralizedSnakePosets
modifiedNarayanaPolynomial_prec_succ	modifiedNarayanaPolynomial_strictInterl_succ	4	3	lean_declaration	manual_semantic_rename	Challenges,GeneralizedSnakePosets
modifiedNarayanaPolynomial_prec_succ_of_nonnegCoeffs	modifiedNarayanaPolynomial_strictInterl_succ_of_nonnegCoeffs	2	2	lean_declaration	manual_semantic_rename	GeneralizedSnakePosets
modifiedNarayanaPolynomial_zero_prec_one	modifiedNarayanaPolynomial_zero_strictInterl_one	2	1	lean_declaration	manual_semantic_rename	GeneralizedSnakePosets
monomerRodRows_pf_and_prec0	monomerRodRows_pf_and_interl	2	1	lean_declaration	manual_semantic_rename	BrandenLeite
natDegree_bounds_of_prec	StrictInterl.natDegree_bounds	1	1	deprecated_compatibility	use_canonical_keep_wrapper	Basic
natDegree_right_of_prec_to_sum	natDegree_right_of_strictInterl_to_sum	3	1	lean_declaration	manual_semantic_rename	SymmetricDecomposition
natDegree_sub_lower_bound_of_prec_triple	natDegree_sub_lower_bound_of_strictInterl_triple	2	1	lean_declaration	manual_semantic_rename	Interlacing
natDegree_sub_upper_bound_of_prec_triple	natDegree_sub_upper_bound_of_strictInterl_triple	2	1	lean_declaration	manual_semantic_rename	Interlacing
natDegree_X_mul_component_eq_or_succ_of_prec_left_top	natDegree_X_mul_component_eq_or_succ_of_strictInterl_left_top	2	1	lean_declaration	manual_semantic_rename	SymmetricDecomposition
neg_coeff_one_le_of_prec_sameDegree_of_roots_pos	neg_coeff_one_le_of_strictInterl_sameDegree_of_roots_pos	3	1	lean_declaration	manual_semantic_rename	ParkingFunctions
nextCoeff_le_of_prec_sameDegree_monic	StrictInterl.nextCoeff_le_of_sameDegree_monic	1	1	deprecated_compatibility	use_canonical_keep_wrapper	Basic
nonnegPrecToFullyInterlacingPair_of_hurwitzOddEven	nonnegStrictInterlToFullyInterlacingPair_of_hurwitzOddEven	1	1	lean_declaration	manual_semantic_rename	VeroneseSection.lean
nonnegPrecToFullyInterlacingPair_of_hurwitzOddEvenDirect	nonnegStrictInterlToFullyInterlacingPair_of_hurwitzOddEvenDirect	2	1	lean_declaration	manual_semantic_rename	VeroneseSection.lean
nonnegPrecToFullyInterlacingPair_of_pfPrec	nonnegStrictInterlToFullyInterlacingPair_of_pfStrictInterl	3	1	lean_declaration	manual_semantic_rename	VeroneseSection.lean
nonnegPrecToFullyInterlacingPair_of_precToFully	nonnegStrictInterlToFullyInterlacingPair_of_strictInterlToFully	2	1	lean_declaration	manual_semantic_rename	VeroneseSection.lean
nonnegPrecToHurwitzOddEven_of_hermiteBiehlerPos	nonnegStrictInterlToHurwitzOddEven_of_hermiteBiehlerPos	5	2	lean_declaration	manual_semantic_rename	Challenges,VeroneseSection.lean
NonnegPrecToHurwitzOddEvenStatement	NonnegStrictInterlToHurwitzOddEvenStatement	5	2	statement_scaffold	manual_semantic_rename	Hadamard,VeroneseSection.lean
nonnegPrecToReverseFullyInterlacingPair_of_pfPrec	nonnegStrictInterlToReverseFullyInterlacingPair_of_pfStrictInterl	1	1	lean_declaration	manual_semantic_rename	VeroneseSection.lean
nonnegPrecToReverseFullyInterlacingPair_of_precToReverseFully	nonnegStrictInterlToReverseFullyInterlacingPair_of_strictInterlToReverseFully	1	1	lean_declaration	manual_semantic_rename	VeroneseSection.lean
NonnegPrecToReverseFullyInterlacingPairStatement	NonnegStrictInterlToReverseFullyInterlacingPairStatement	3	1	statement_scaffold	manual_semantic_rename	VeroneseSection.lean
normalizedDecoratedCycleEulerian_base_prec	normalizedDecoratedCycleEulerian_base_strictInterl	2	1	lean_declaration	manual_semantic_rename	Applications
normalizedDecoratedCycleEulerian_prec_and_noCommonRoot	normalizedDecoratedCycleEulerian_strictInterl_and_noCommonRoot	3	1	lean_declaration	manual_semantic_rename	Applications
normalizedReversedContribution_prec_of_lt	normalizedReversedContribution_strictInterl_of_lt	2	1	lean_declaration	manual_semantic_rename	ParkingFunctions
normalizedRPolynomial_prec_of_lt	normalizedRPolynomial_strictInterl_of_lt	3	2	lean_declaration	manual_semantic_rename	ParkingFunctions
not_compatibleSuccDegreePrecStatement	not_compatibleSuccDegreeStrictInterlStatement	1	1	statement_scaffold	manual_semantic_rename	CommonInterleaverExamples.lean
not_legacyNonnegPrecToFullyInterlacingPairStatement	not_legacyNonnegStrictInterlToFullyInterlacingPairStatement	6	1	statement_scaffold	manual_semantic_rename	VeroneseSection.lean
not_legacyPfPrecToFullyInterlacingPairStatement	not_legacyPfStrictInterlToFullyInterlacingPairStatement	2	1	statement_scaffold	manual_semantic_rename	VeroneseSection.lean
not_posComboNoCommonSuccDegreeRootCountResidualPrecStatement	not_posComboNoCommonSuccDegreeRootCountResidualStrictInterlStatement	1	1	statement_scaffold	manual_semantic_rename	CommonInterleaverExamples.lean
not_positiveSplitLeftSuccDegreeTranslatedXPrec	not_positiveSplitLeftSuccDegreeTranslatedXStrictInterl	1	1	lean_declaration	manual_semantic_rename	LiuOppositeSigns
not_prec_deg1_example	not_strictInterl_deg1_example	1	1	lean_declaration	manual_semantic_rename	SuccDegreeRootCrossing.lean
not_prec_fPolynomial_of_left_degree_le_sub_two_of_right_full	not_strictInterl_fPolynomial_of_left_degree_le_sub_two_of_right_full	2	1	lean_declaration	manual_semantic_rename	SymmetricDecomposition
not_prec_fPolynomial_of_right_degree_lt_of_sameDegree_left	not_strictInterl_fPolynomial_of_right_degree_lt_of_sameDegree_left	2	1	lean_declaration	manual_semantic_rename	SymmetricDecomposition
not_prec_of_left_natDegree_succ_lt_right	StrictInterl.not_of_left_natDegree_succ_lt_right	1	1	deprecated_compatibility	use_canonical_keep_wrapper	Basic
not_prec_of_natDegree_eq_succ_left	not_strictInterl_of_natDegree_eq_succ_left	3	1	lean_declaration	manual_semantic_rename	LiuOppositeSigns
not_prec_of_right_natDegree_lt_left	StrictInterl.not_of_right_natDegree_lt_left	1	1	deprecated_compatibility	use_canonical_keep_wrapper	Basic
not_prec_X_sq_mul_derivative_left	not_strictInterl_X_sq_mul_derivative_left	2	2	tactic_declaration	manual_alias_then_migrate	Tactic
not_prec_X_sq_mul_derivative_right	not_strictInterl_X_sq_mul_derivative_right	2	2	tactic_declaration	manual_alias_then_migrate	Tactic
not_precToFullyInterlacingPairStatement	not_strictInterlToFullyInterlacingPairStatement	2	1	statement_scaffold	manual_semantic_rename	VeroneseSection.lean
not_revPrec_of_shifted_pair_succDegree	not_reverseStrictInterl_of_shifted_pair_succDegree	2	1	lean_declaration	manual_semantic_rename	AffineFamily.lean
not_translatedBoundaryPrec_of_twoDegree	not_translatedBoundaryStrictInterl_of_twoDegree	1	1	reference_or_local	migrate_with_declaration_owner	LiuOppositeSigns
not_translatedDeletionPrec_of_twoDegree	not_translatedDeletionStrictInterl_of_twoDegree	1	1	reference_or_local	migrate_with_declaration_owner	LiuOppositeSigns
of_prec	of_strictInterl	15	9	tactic_declaration	manual_alias_then_migrate	BrandenVecchi,ChudnovskySeymour,CommonInterleaver,Compatibility,HosterStumpInterlacing.lean,PosCombo.lean,SymmetricDecomposition,Tactic
of_prec0_self	of_interl_self	3	3	lean_declaration	manual_semantic_rename	GarloffWagner,Hadamard,PFPolynomial.lean
of_prec_of_no_common	of_strictInterl_of_no_common	10	6	reference_or_local	migrate_with_declaration_owner	Bezoutian,ClassicalHurwitzMatrix,JacobiParameterInterlacing.lean,ParkingFunctions,Wronskian
of_prec_or_revPrec	of_strictInterl_or_reverse	1	1	lean_declaration	manual_semantic_rename	CommonInterleaver
of_prec_sameDegree	of_strictInterl_sameDegree	2	1	reference_or_local	migrate_with_declaration_owner	FiniteFreeRootCount.lean
one_prec_one	one_strictInterl_one	1	1	tactic_reference	migrate_with_tactic_owner	Tactic
oneDescent_prec_gamma_one_adjacent	oneDescent_strictInterl_gamma_one_adjacent	2	1	lean_declaration	manual_semantic_rename	CombinatorialExamples
oneDescent_prec_gamma_one_adjacent_chain	oneDescent_strictInterl_gamma_one_adjacent_chain	2	2	tactic_declaration	manual_alias_then_migrate	CombinatorialExamples,Tactic
oneDescent_prec_gamma_one_terminal	oneDescent_strictInterl_gamma_one_terminal	2	1	lean_declaration	manual_semantic_rename	CombinatorialExamples
oneDescent_prec_gamma_one_terminal_chain	oneDescent_strictInterl_gamma_one_terminal_chain	2	2	tactic_declaration	manual_alias_then_migrate	CombinatorialExamples,Tactic
oneDescent_prec_gamma_one_top	oneDescent_strictInterl_gamma_one_top	2	1	lean_declaration	manual_semantic_rename	CombinatorialExamples
operator_prec0_sequence_of_interlacing_preserver	operator_interl_sequence_of_interlacing_preserver	3	1	tactic_declaration	manual_alias_then_migrate	Tactic
operator_prec0_sequence_up_to_order	operator_interl_sequence_up_to_order	2	1	tactic_declaration	manual_alias_then_migrate	Tactic
orientCex_not_prec	orientCex_not_strictInterl	2	1	lean_declaration	manual_semantic_rename	CommonInterleaverExamples.lean
outer_prec	outer_strictInterl	7	2	tactic_reference	migrate_with_tactic_owner	Tactic
pairHasCommonInterleaver_of_prec	pairHasCommonInterleaver_of_strictInterl	4	1	lean_declaration	manual_semantic_rename	CommonInterleaver
pairHasCommonInterleaver_of_prec_or_revPrec	pairHasCommonInterleaver_of_strictInterl_or_reverse	6	2	lean_declaration	manual_semantic_rename	CommonInterleaver
pairHasCommonInterleaver_of_prec_right_pair_nonneg	pairHasCommonInterleaver_of_strictInterl_right_pair_nonneg	3	2	lean_declaration	manual_semantic_rename	CommonInterleaver
pairHasCommonInterleaver_of_revPrec	pairHasCommonInterleaver_of_reverseStrictInterl	2	1	lean_declaration	manual_semantic_rename	CommonInterleaver
pairHasCommonLeftInterleaver_of_prec	pairHasCommonLeftInterleaver_of_strictInterl	4	2	lean_declaration	manual_semantic_rename	CommonInterleaver
pairHasCommonLeftInterleaver_of_prec_or_revPrec	pairHasCommonLeftInterleaver_of_strictInterl_or_reverse	2	1	lean_declaration	manual_semantic_rename	CommonInterleaver
pairHasCommonLeftInterleaver_of_revPrec	pairHasCommonLeftInterleaver_of_reverseStrictInterl	2	1	lean_declaration	manual_semantic_rename	CommonInterleaver
pairwise_prec0_of_filter_ne_zero_pairwise_prec	pairwise_interl_of_filter_ne_zero_pairwise_strictInterl	4	1	lean_declaration	manual_semantic_rename	BrandenVecchi
peakValueWeightedDiagonal_consecutive_prec	peakValueWeightedDiagonal_consecutive_strictInterl	3	2	lean_declaration	manual_semantic_rename	Applications,CombinatorialExamples
peakValueWeightedDiagonal_consecutive_prec_of_stable	peakValueWeightedDiagonal_consecutive_strictInterl_of_stable	2	1	lean_declaration	manual_semantic_rename	CombinatorialExamples
peakValueWeightedDiagonal_consecutive_prec_of_stable_all_ranks	peakValueWeightedDiagonal_consecutive_strictInterl_of_stable_all_ranks	2	1	lean_declaration	manual_semantic_rename	CombinatorialExamples
pf_and_prec0_of_model_sequence	pf_and_interl_of_model_sequence	4	2	tactic_declaration	manual_alias_then_migrate	Tactic
pf_sequence_prec0_self	pf_sequence_interl_self	2	1	tactic_declaration	manual_alias_then_migrate	Tactic
pf_sequence_prec0_X_mul_both	pf_sequence_interl_X_mul_both	2	1	tactic_declaration	manual_alias_then_migrate	Tactic
pfPrecToFullyInterlacingPair_of_hurwitzOddEven	pfStrictInterlToFullyInterlacingPair_of_hurwitzOddEven	2	1	lean_declaration	manual_semantic_rename	VeroneseSection.lean
pfPrecToFullyInterlacingPair_of_precToFully	pfStrictInterlToFullyInterlacingPair_of_strictInterlToFully	1	1	lean_declaration	manual_semantic_rename	VeroneseSection.lean
pfPrecToHurwitzOddEven_of_hermiteBiehlerPos	pfStrictInterlToHurwitzOddEven_of_hermiteBiehlerPos	1	1	lean_declaration	manual_semantic_rename	VeroneseSection.lean
pfPrecToHurwitzOddEven_of_hermiteBiehlerPosCoeffs	pfStrictInterlToHurwitzOddEven_of_hermiteBiehlerPosCoeffs	2	1	lean_declaration	manual_semantic_rename	VeroneseSection.lean
PfPrecToHurwitzOddEvenStatement	PfStrictInterlToHurwitzOddEvenStatement	4	1	statement_scaffold	manual_semantic_rename	VeroneseSection.lean
pfPrecToReverseFullyInterlacingPair_of_precToReverseFully	pfStrictInterlToReverseFullyInterlacingPair_of_strictInterlToReverseFully	1	1	lean_declaration	manual_semantic_rename	VeroneseSection.lean
PfPrecToReverseFullyInterlacingPairStatement	PfStrictInterlToReverseFullyInterlacingPairStatement	3	1	statement_scaffold	manual_semantic_rename	VeroneseSection.lean
polarTheta_preserves_prec0	polarTheta_preserves_interl	2	2	lean_declaration	manual_semantic_rename	EulerOperator,EulerOperator.lean
polarThetaPreservesPrec0Statement	polarThetaPreservesInterlStatement	2	2	statement_scaffold	manual_semantic_rename	EulerOperator,EulerOperator.lean
posCombo_sequence_nonneg_right_prec	posCombo_sequence_nonneg_right_strictInterl	2	1	tactic_declaration	manual_alias_then_migrate	Tactic
posCombo_sequence_of_prec	posCombo_sequence_of_strictInterl	2	1	tactic_declaration	manual_alias_then_migrate	Tactic
posComboNoCommonSuccDegreeRootCount_of_residual_bothNonzero_divX_prec	posComboNoCommonSuccDegreeRootCount_of_residual_bothNonzero_divX_strictInterl	3	2	lean_declaration	manual_semantic_rename	CommonInterleaver
posComboNoCommonSuccDegreeRootCount_of_residualPrec_bothNonzero_divX_prec	posComboNoCommonSuccDegreeRootCount_of_residualStrictInterl_bothNonzero_divX_strictInterl	2	2	lean_declaration	manual_semantic_rename	CommonInterleaver
posComboNoCommonSuccDegreeRootCountAbove_of_residual_bothNonzero_divX_prec	posComboNoCommonSuccDegreeRootCountAbove_of_residual_bothNonzero_divX_strictInterl	2	1	lean_declaration	manual_semantic_rename	CommonInterleaver
posComboNoCommonSuccDegreeRootCountAbove_of_residualPrec_bothNonzero_divX_prec	posComboNoCommonSuccDegreeRootCountAbove_of_residualStrictInterl_bothNonzero_divX_strictInterl	1	1	lean_declaration	manual_semantic_rename	CommonInterleaver
posComboNoCommonSuccDegreeRootCountLead_of_bothNonzero_and_divX_prec	posComboNoCommonSuccDegreeRootCountLead_of_bothNonzero_and_divX_strictInterl	5	2	tactic_declaration	manual_alias_then_migrate	CommonInterleaver,Tactic
posComboNoCommonSuccDegreeRootCountLeadRightZero_of_divX_prec	posComboNoCommonSuccDegreeRootCountLeadRightZero_of_divX_strictInterl	3	2	tactic_declaration	manual_alias_then_migrate	CommonInterleaver,Tactic
posComboNoCommonSuccDegreeRootCountLeadRightZeroDivXPrec_of_precFG	posComboNoCommonSuccDegreeRootCountLeadRightZeroDivXStrictInterl_of_strictInterlFG	5	2	tactic_declaration	manual_alias_then_migrate	CommonInterleaver,Tactic
PosComboNoCommonSuccDegreeRootCountLeadRightZeroDivXPrecStatement	PosComboNoCommonSuccDegreeRootCountLeadRightZeroDivXStrictInterlStatement	19	4	statement_scaffold	manual_semantic_rename	CommonInterleaver,Tactic
posComboNoCommonSuccDegreeRootCountLeadRightZeroPrecFG_iff_divXPrec	posComboNoCommonSuccDegreeRootCountLeadRightZeroStrictInterlFG_iff_divXStrictInterl	1	1	lean_declaration	manual_semantic_rename	CommonInterleaver
posComboNoCommonSuccDegreeRootCountLeadRightZeroPrecFG_of_divX	posComboNoCommonSuccDegreeRootCountLeadRightZeroStrictInterlFG_of_divX	2	1	lean_declaration	manual_semantic_rename	CommonInterleaver
posComboNoCommonSuccDegreeRootCountResidual_of_prec	posComboNoCommonSuccDegreeRootCountResidual_of_strictInterl	5	2	tactic_declaration	manual_alias_then_migrate	CommonInterleaver,Tactic
PosComboNoCommonSuccDegreeRootCountResidualPrecStatement	PosComboNoCommonSuccDegreeRootCountResidualStrictInterlStatement	11	5	statement_scaffold	manual_semantic_rename	CommonInterleaver,CommonInterleaverExamples.lean,Tactic
posComboNoCommonSuccDegreeRootCrossing_of_residual_bothNonzero_divX_prec	posComboNoCommonSuccDegreeRootCrossing_of_residual_bothNonzero_divX_strictInterl	2	1	lean_declaration	manual_semantic_rename	CommonInterleaver
posComboNoCommonSuccDegreeRootCrossing_of_residualPrec_bothNonzero_divX_prec	posComboNoCommonSuccDegreeRootCrossing_of_residualStrictInterl_bothNonzero_divX_strictInterl	1	1	lean_declaration	manual_semantic_rename	CommonInterleaver
posComboRealRooted_fPolynomial_of_prec	posComboRealRooted_fPolynomial_of_strictInterl	3	2	tactic_declaration	manual_alias_then_migrate	SymmetricDecomposition,Tactic
posComboRealRooted_fPolynomial_sequence_of_prec	posComboRealRooted_fPolynomial_sequence_of_strictInterl	2	1	tactic_declaration	manual_alias_then_migrate	Tactic
positiveSplitRootCountPair_of_prec	positiveSplitRootCountPair_of_strictInterl	2	1	lean_declaration	manual_semantic_rename	LiuOppositeSigns
Prec	StrictInterl	13	4	deprecated_compatibility	use_canonical_keep_wrapper	Basic,CommonInterleaver,OrderedRoots.lean,SimpleRoots.lean
prec	strictInterl	172	24	tactic_declaration	manual_alias_then_migrate	EulerOperator.lean,GarloffWagner,InterlacingSequenceBasic.lean,Tactic,UpperDerivativeInterlace.lean,WeightedSum.lean
Prec0	Interl	2	1	deprecated_compatibility	use_canonical_keep_wrapper	Basic
prec0	interl	49	19	tactic_declaration	manual_alias_then_migrate	BrandenLeite,BrandenVecchi,GarloffWagner,InterlacingSequenceBasic.lean,MatrixInterlacing,Tactic,VeroneseMatrix.lean
prec0_add_left_of_common_right_of_nonneg	interl_add_left_of_common_right_of_nonneg	13	8	lean_declaration	manual_semantic_rename	BrandenVecchi,Compatibility,GarloffWagner,PFPolynomial.lean,PartialSumStep.lean,ThresholdMatrix
prec0_add_right_of_common_left_of_nonneg	interl_add_right_of_common_left_of_nonneg	8	5	lean_declaration	manual_semantic_rename	BrandenVecchi,GeneralizedSnakePosets,NarayanaTransformation,PFPolynomial.lean
prec0_affine_add_one_affine_add_X	interl_affine_add_one_affine_add_X	3	3	lean_declaration	manual_semantic_rename	AffineProperPosition.lean,ThresholdMatrix
prec0_affine_add_one_self	interl_affine_add_one_self	3	3	lean_declaration	manual_semantic_rename	AffineProperPosition.lean,ThresholdMatrix
prec0_affine_add_X_self	interl_affine_add_X_self	3	3	lean_declaration	manual_semantic_rename	AffineProperPosition.lean,ThresholdMatrix
prec0_affine_linear_affine_linear_of_cross	interl_affine_linear_affine_linear_of_cross	14	5	lean_declaration	manual_semantic_rename	AffineProperPosition.lean,RowThresholdOne.lean,ThresholdMatrix,VeroneseMatrix.lean
prec0_affine_to_X_mul_affine	interl_affine_to_X_mul_affine	7	3	lean_declaration	manual_semantic_rename	RowThresholdOne.lean,ThresholdMatrix
prec0_C_affine_linear	interl_C_affine_linear	3	2	lean_declaration	manual_semantic_rename	AffineProperPosition.lean,VeroneseMatrix.lean
prec0_C_C	interl_C_C	4	3	lean_declaration	manual_semantic_rename	AffineProperPosition.lean,Compatibility,ThresholdMatrix
prec0_C_mul_affine_linear_X_mul_affine_linear	interl_C_mul_affine_linear_X_mul_affine_linear	2	1	lean_declaration	manual_semantic_rename	VeroneseMatrix.lean
prec0_C_mul_both	interl_C_mul_both	2	1	lean_declaration	manual_semantic_rename	VeroneseMatrix.lean
prec0_C_mul_left_of_nonneg	Interl.C_mul_left_of_nonneg	1	1	deprecated_compatibility	use_canonical_keep_wrapper	GarloffWagner
prec0_C_mul_left_right	interl_C_mul_left_right	3	1	lean_declaration	manual_semantic_rename	ObreschkoffConverse
prec0_C_mul_right_of_nonneg	Interl.C_mul_right_of_nonneg	1	1	deprecated_compatibility	use_canonical_keep_wrapper	Linear.lean
prec0_chainPolynomial_succ	interl_chainPolynomial_succ	3	2	lean_declaration	manual_semantic_rename	BrandenLeite
prec0_chainPolynomial_succ_of_isTotallyNonneg	interl_chainPolynomial_succ_of_isTotallyNonneg	2	2	lean_declaration	manual_semantic_rename	BrandenLeite
prec0_chainPolynomial_succ_of_pos_constantDiagonal	interl_chainPolynomial_succ_of_pos_constantDiagonal	3	3	lean_declaration	manual_semantic_rename	BrandenLeite
prec0_chainPolynomial_toLowerTriangularMatrix_succ	interl_chainPolynomial_toLowerTriangularMatrix_succ	2	2	lean_declaration	manual_semantic_rename	BrandenLeite
prec0_comp_X_add_C_iff	Interl.comp_X_add_C_iff	1	1	deprecated_compatibility	use_canonical_keep_wrapper	InterlacingSequence
prec0_compositionRow_mk_succ_of_zero	interl_compositionRow_mk_succ_of_zero	1	1	lean_declaration	manual_semantic_rename	BrandenLeite
prec0_compositionRow_positivePartSeries_succ	interl_compositionRow_positivePartSeries_succ	2	2	lean_declaration	manual_semantic_rename	BrandenLeite
prec0_congr	interl_congr	7	2	lean_declaration	manual_semantic_rename	AffineProperPosition.lean,VeroneseMatrix.lean
prec0_const_entries_affine_of_det_nonneg	interl_const_entries_affine_of_det_nonneg	5	3	lean_declaration	manual_semantic_rename	AffineProperPosition.lean,MatrixInterlacing,VeroneseMatrix.lean
prec0_const_entry_affine_plus_const_to_affine_plus_X	interl_const_entry_affine_plus_const_to_affine_plus_X	2	1	lean_declaration	manual_semantic_rename	VeroneseMatrix.lean
prec0_derivative_polarTheta_boundary	interl_derivative_polarTheta_boundary	1	1	lean_declaration	manual_semantic_rename	EulerOperator
prec0_divX_left_of_prec_of_hasNonnegCoeffs_coeff_zero	interl_divX_left_of_strictInterl_of_hasNonnegCoeffs_coeff_zero	2	1	lean_declaration	manual_semantic_rename	DegreeDropDivXPrec.lean
prec0_finsetSum_left_of_nonneg	Interl.finsetSum_left_of_nonneg	1	1	deprecated_compatibility	use_canonical_keep_wrapper	PosCombo.lean
prec0_finsetSum_pairwise_of_nonneg	Interl.finsetSum_pairwise_of_nonneg	1	1	deprecated_compatibility	use_canonical_keep_wrapper	PosCombo.lean
prec0_finsetSum_right_of_nonneg	Interl.finsetSum_right_of_nonneg	1	1	deprecated_compatibility	use_canonical_keep_wrapper	PosCombo.lean
prec0_fPolynomial	interl_fPolynomial	2	1	lean_declaration	manual_semantic_rename	BrandenLeite
prec0_gs_affine_add_one_affine	interl_gs_affine_add_one_affine	2	1	lean_declaration	manual_semantic_rename	ThresholdMatrix
prec0_gs_affine_add_one_affine_add_X	interl_gs_affine_add_one_affine_add_X	2	1	lean_declaration	manual_semantic_rename	ThresholdMatrix
prec0_gs_affine_add_one_quadratic	interl_gs_affine_add_one_quadratic	2	1	lean_declaration	manual_semantic_rename	ThresholdMatrix
prec0_gs_affine_add_one_self	interl_gs_affine_add_one_self	2	1	lean_declaration	manual_semantic_rename	ThresholdMatrix
prec0_gs_affine_add_one_X	interl_gs_affine_add_one_X	2	1	lean_declaration	manual_semantic_rename	ThresholdMatrix
prec0_gs_affine_add_X_quadratic	interl_gs_affine_add_X_quadratic	2	1	lean_declaration	manual_semantic_rename	ThresholdMatrix
prec0_gs_affine_add_X_self	interl_gs_affine_add_X_self	2	1	lean_declaration	manual_semantic_rename	ThresholdMatrix
prec0_gs_affine_add_X_X	interl_gs_affine_add_X_X	2	1	lean_declaration	manual_semantic_rename	ThresholdMatrix
prec0_gs_affine_affine_add_X	interl_gs_affine_affine_add_X	2	1	lean_declaration	manual_semantic_rename	ThresholdMatrix
prec0_gs_affine_quadratic	interl_gs_affine_quadratic	2	1	lean_declaration	manual_semantic_rename	ThresholdMatrix
prec0_gs_affine_self	interl_gs_affine_self	2	1	lean_declaration	manual_semantic_rename	ThresholdMatrix
prec0_gs_affine_X	interl_gs_affine_X	2	1	lean_declaration	manual_semantic_rename	ThresholdMatrix
prec0_gs_one_one	interl_gs_one_one	1	1	lean_declaration	manual_semantic_rename	ThresholdMatrix
prec0_gs_quadratic_self	interl_gs_quadratic_self	2	1	lean_declaration	manual_semantic_rename	ThresholdMatrix
prec0_gs_X_quadratic	interl_gs_X_quadratic	2	1	lean_declaration	manual_semantic_rename	ThresholdMatrix
prec0_gs_X_X	interl_gs_X_X	2	1	lean_declaration	manual_semantic_rename	ThresholdMatrix
prec0_hz_affine_add_one_add_X_affine_add_X	interl_hz_affine_add_one_add_X_affine_add_X	2	1	lean_declaration	manual_semantic_rename	ThresholdMatrix
prec0_hz_affine_add_one_add_X_middleQuadratic	interl_hz_affine_add_one_add_X_middleQuadratic	2	1	lean_declaration	manual_semantic_rename	ThresholdMatrix
prec0_hz_affine_add_one_add_X_self	interl_hz_affine_add_one_add_X_self	2	1	lean_declaration	manual_semantic_rename	ThresholdMatrix
prec0_hz_affine_add_one_add_X_XAffineAddOne	interl_hz_affine_add_one_add_X_XAffineAddOne	2	1	lean_declaration	manual_semantic_rename	ThresholdMatrix
prec0_hz_affine_add_one_affine_add_one_add_X	interl_hz_affine_add_one_affine_add_one_add_X	2	1	lean_declaration	manual_semantic_rename	ThresholdMatrix
prec0_hz_affine_add_one_affine_add_X	interl_hz_affine_add_one_affine_add_X	2	1	lean_declaration	manual_semantic_rename	ThresholdMatrix
prec0_hz_affine_add_one_middleQuadratic	interl_hz_affine_add_one_middleQuadratic	2	1	lean_declaration	manual_semantic_rename	ThresholdMatrix
prec0_hz_affine_add_one_mul_one_add_X	interl_hz_affine_add_one_mul_one_add_X	2	1	lean_declaration	manual_semantic_rename	ThresholdMatrix
prec0_hz_affine_add_one_self	interl_hz_affine_add_one_self	2	1	lean_declaration	manual_semantic_rename	ThresholdMatrix
prec0_hz_affine_add_one_XAffineAddOne	interl_hz_affine_add_one_XAffineAddOne	2	1	lean_declaration	manual_semantic_rename	ThresholdMatrix
prec0_hz_affine_add_X_middleQuadratic	interl_hz_affine_add_X_middleQuadratic	2	1	lean_declaration	manual_semantic_rename	ThresholdMatrix
